覆核狀態,SI代碼,SI名稱,開始受理贖回日,固定配息率,固定配息期間,浮動配息率,幣轉,連結標的,CNR分配率,銀行收益率,計績檔次,股債類型,保本率,最低申購金額,申購單位金額
已覆核,WMSDJS0510,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0511,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0512,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0513,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0514,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0515,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0516,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0517,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0518,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0519,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0520,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0521,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0522,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0523,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0524,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0525,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0526,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0527,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0528,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0529,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0530,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0531,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0532,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0533,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0534,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0535,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0536,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0537,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0538,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0539,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0540,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0541,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0542,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0543,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0544,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0545,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0546,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0547,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0548,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0549,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0550,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0551,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0552,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0553,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0554,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0555,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0556,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0557,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0558,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0559,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0560,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0561,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0562,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0563,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0564,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0565,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0566,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0567,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0568,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0569,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0570,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0571,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0572,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0573,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0574,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0575,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0576,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0577,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0578,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0579,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0580,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0581,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0582,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0583,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0584,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0585,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0586,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0587,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0588,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0589,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0590,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0591,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0592,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0593,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0594,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0595,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0596,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0597,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0598,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0599,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0600,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0601,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0602,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0603,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0604,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0605,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0606,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0607,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0608,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0609,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0610,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0611,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0612,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0613,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0614,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0615,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0616,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0617,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0618,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0619,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0620,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0621,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0622,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0623,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0624,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0625,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0626,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0627,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0628,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0629,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0630,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0631,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0632,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0633,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0634,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0635,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0636,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0637,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0638,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0639,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0640,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0641,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0642,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0643,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0644,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0645,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0646,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0647,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0648,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0649,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0650,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0651,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0652,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0653,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0654,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0655,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0656,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0657,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0658,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0659,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0660,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0661,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0662,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0663,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0664,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0665,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0666,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0667,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0668,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0669,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0670,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0671,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0672,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0673,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0674,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0675,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0676,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0677,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0678,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0679,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0680,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0681,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0682,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0683,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0684,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0685,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0686,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0687,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0688,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0689,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0690,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0691,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0692,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0693,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0694,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0695,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0696,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0697,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0698,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0699,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0700,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0701,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0702,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0703,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0704,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0705,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0706,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0707,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0708,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0709,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0710,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0711,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0712,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0713,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0714,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0715,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0716,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0717,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0718,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0719,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
